#idim1(1) idim2(2) catim1(3) catim2(4) crap(5) crap(6) labpair[0,1](7) islearn[0,1](8)
184 72 2 3 0 0 0 0 
184 74 2 3 0 0 0 0 
184 76 2 3 0 0 0 0 
184 78 2 3 0 0 0 0 
184 130 2 3 0 0 0 0 
184 132 2 3 0 0 0 0 
184 134 2 3 0 0 0 0 
184 135 2 3 0 0 0 0 
184 137 2 3 0 0 0 0 
184 139 2 3 0 0 0 0 
184 141 2 3 0 0 0 0 
184 143 2 3 0 0 0 0 
184 145 2 3 0 0 0 0 
186 58 2 3 0 0 0 0 
186 62 2 3 0 0 0 0 
186 64 2 3 0 0 0 0 
186 66 2 3 0 0 0 0 
186 68 2 3 0 0 0 0 
186 70 2 3 0 0 0 0 
186 72 2 3 0 0 0 0 
186 74 2 3 0 0 0 0 
186 76 2 3 0 0 0 0 
186 78 2 3 0 0 0 0 
186 130 2 3 0 0 0 0 
186 132 2 3 0 0 0 0 
186 134 2 3 0 0 0 0 
186 135 2 3 0 0 0 0 
186 137 2 3 0 0 0 0 
186 139 2 3 0 0 0 0 
186 141 2 3 0 0 0 0 
186 143 2 3 0 0 0 0 
186 145 2 3 0 0 0 0 
188 58 2 3 0 0 0 0 
188 62 2 3 0 0 0 0 
188 64 2 3 0 0 0 0 
188 66 2 3 0 0 0 0 
188 68 2 3 0 0 0 0 
188 70 2 3 0 0 0 0 
188 72 2 3 0 0 0 0 
188 74 2 3 0 0 0 0 
188 76 2 3 0 0 0 0 
188 78 2 3 0 0 0 0 
188 130 2 3 0 0 0 0 
188 132 2 3 0 0 0 0 
188 134 2 3 0 0 0 0 
188 135 2 3 0 0 0 0 
188 137 2 3 0 0 0 0 
188 139 2 3 0 0 0 0 
188 141 2 3 0 0 0 0 
188 143 2 3 0 0 0 0 
188 145 2 3 0 0 0 0 
190 58 2 3 0 0 0 0 
190 62 2 3 0 0 0 0 
190 64 2 3 0 0 0 0 
190 66 2 3 0 0 0 0 
190 68 2 3 0 0 0 0 
190 70 2 3 0 0 0 0 
190 72 2 3 0 0 0 0 
190 74 2 3 0 0 0 0 
190 76 2 3 0 0 0 0 
190 78 2 3 0 0 0 0 
190 130 2 3 0 0 0 0 
190 132 2 3 0 0 0 0 
190 134 2 3 0 0 0 0 
190 135 2 3 0 0 0 0 
190 137 2 3 0 0 0 0 
190 139 2 3 0 0 0 0 
190 141 2 3 0 0 0 0 
190 143 2 3 0 0 0 0 
190 145 2 3 0 0 0 0 
192 58 2 3 0 0 0 0 
192 62 2 3 0 0 0 0 
192 64 2 3 0 0 0 0 
192 66 2 3 0 0 0 0 
192 68 2 3 0 0 0 0 
192 70 2 3 0 0 0 0 
192 72 2 3 0 0 0 0 
192 74 2 3 0 0 0 0 
192 76 2 3 0 0 0 0 
192 78 2 3 0 0 0 0 
192 130 2 3 0 0 0 0 
192 132 2 3 0 0 0 0 
192 134 2 3 0 0 0 0 
192 135 2 3 0 0 0 0 
192 137 2 3 0 0 0 0 
192 139 2 3 0 0 0 0 
192 141 2 3 0 0 0 0 
192 143 2 3 0 0 0 0 
192 145 2 3 0 0 0 0 
194 58 2 3 0 0 0 0 
194 62 2 3 0 0 0 0 
194 64 2 3 0 0 0 0 
194 66 2 3 0 0 0 0 
194 68 2 3 0 0 0 0 
194 70 2 3 0 0 0 0 
194 72 2 3 0 0 0 0 
194 74 2 3 0 0 0 0 
194 76 2 3 0 0 0 0 
194 78 2 3 0 0 0 0 
194 130 2 3 0 0 0 0 
194 132 2 3 0 0 0 0 
194 134 2 3 0 0 0 0 
194 135 2 3 0 0 0 0 
194 137 2 3 0 0 0 0 
194 139 2 3 0 0 0 0 
194 141 2 3 0 0 0 0 
194 143 2 3 0 0 0 0 
194 145 2 3 0 0 0 0 
196 58 2 3 0 0 0 0 
196 62 2 3 0 0 0 0 
196 64 2 3 0 0 0 0 
196 66 2 3 0 0 0 0 
196 68 2 3 0 0 0 0 
196 70 2 3 0 0 0 0 
196 72 2 3 0 0 0 0 
196 74 2 3 0 0 0 0 
196 76 2 3 0 0 0 0 
196 78 2 3 0 0 0 0 
196 130 2 3 0 0 0 0 
196 132 2 3 0 0 0 0 
196 134 2 3 0 0 0 0 
196 135 2 3 0 0 0 0 
196 137 2 3 0 0 0 0 
196 139 2 3 0 0 0 0 
196 141 2 3 0 0 0 0 
196 143 2 3 0 0 0 0 
196 145 2 3 0 0 0 0 
198 58 2 3 0 0 0 0 
198 62 2 3 0 0 0 0 
198 64 2 3 0 0 0 0 
198 66 2 3 0 0 0 0 
198 68 2 3 0 0 0 0 
198 70 2 3 0 0 0 0 
198 72 2 3 0 0 0 0 
198 74 2 3 0 0 0 0 
198 76 2 3 0 0 0 0 
198 78 2 3 0 0 0 0 
198 130 2 3 0 0 0 0 
198 132 2 3 0 0 0 0 
198 134 2 3 0 0 0 0 
198 135 2 3 0 0 0 0 
198 137 2 3 0 0 0 0 
198 139 2 3 0 0 0 0 
198 141 2 3 0 0 0 0 
198 143 2 3 0 0 0 0 
198 145 2 3 0 0 0 0 
200 58 2 3 0 0 0 0 
200 62 2 3 0 0 0 0 
200 64 2 3 0 0 0 0 
200 66 2 3 0 0 0 0 
200 68 2 3 0 0 0 0 
200 70 2 3 0 0 0 0 
200 72 2 3 0 0 0 0 
200 74 2 3 0 0 0 0 
200 76 2 3 0 0 0 0 
200 78 2 3 0 0 0 0 
200 130 2 3 0 0 0 0 
200 132 2 3 0 0 0 0 
200 134 2 3 0 0 0 0 
200 135 2 3 0 0 0 0 
200 137 2 3 0 0 0 0 
200 139 2 3 0 0 0 0 
200 141 2 3 0 0 0 0 
200 143 2 3 0 0 0 0 
200 145 2 3 0 0 0 0 
59 100 2 5 0 0 0 0 
59 102 2 5 0 0 0 0 
59 104 2 5 0 0 0 0 
59 106 2 5 0 0 0 0 
59 108 2 5 0 0 0 0 
59 110 2 5 0 0 0 0 
59 112 2 5 0 0 0 0 
59 114 2 5 0 0 0 0 
59 116 2 5 0 0 0 0 
59 118 2 5 0 0 0 0 
59 129 2 5 0 0 0 0 
59 131 2 5 0 0 0 0 
59 133 2 5 0 0 0 0 
59 136 2 5 0 0 0 0 
59 138 2 5 0 0 0 0 
59 140 2 5 0 0 0 0 
59 142 2 5 0 0 0 0 
59 144 2 5 0 0 0 0 
59 146 2 5 0 0 0 0 
63 100 2 5 0 0 0 0 
63 102 2 5 0 0 0 0 
63 104 2 5 0 0 0 0 
63 106 2 5 0 0 0 0 
63 108 2 5 0 0 0 0 
63 110 2 5 0 0 0 0 
63 112 2 5 0 0 0 0 
63 114 2 5 0 0 0 0 
63 116 2 5 0 0 0 0 
63 118 2 5 0 0 0 0 
63 129 2 5 0 0 0 0 
63 131 2 5 0 0 0 0 
63 133 2 5 0 0 0 0 
63 136 2 5 0 0 0 0 
63 138 2 5 0 0 0 0 
63 140 2 5 0 0 0 0 
63 142 2 5 0 0 0 0 
63 144 2 5 0 0 0 0 
63 146 2 5 0 0 0 0 
65 100 2 5 0 0 0 0 
65 102 2 5 0 0 0 0 
65 104 2 5 0 0 0 0 
65 106 2 5 0 0 0 0 
65 108 2 5 0 0 0 0 
65 110 2 5 0 0 0 0 
65 112 2 5 0 0 0 0 
65 114 2 5 0 0 0 0 
65 116 2 5 0 0 0 0 
65 118 2 5 0 0 0 0 
65 129 2 5 0 0 0 0 
65 131 2 5 0 0 0 0 
65 133 2 5 0 0 0 0 
65 136 2 5 0 0 0 0 
65 138 2 5 0 0 0 0 
65 140 2 5 0 0 0 0 
65 142 2 5 0 0 0 0 
65 144 2 5 0 0 0 0 
65 146 2 5 0 0 0 0 
67 100 2 5 0 0 0 0 
67 102 2 5 0 0 0 0 
67 104 2 5 0 0 0 0 
67 106 2 5 0 0 0 0 
67 108 2 5 0 0 0 0 
67 110 2 5 0 0 0 0 
67 112 2 5 0 0 0 0 
67 114 2 5 0 0 0 0 
67 116 2 5 0 0 0 0 
67 118 2 5 0 0 0 0 
67 129 2 5 0 0 0 0 
67 131 2 5 0 0 0 0 
67 133 2 5 0 0 0 0 
67 136 2 5 0 0 0 0 
67 138 2 5 0 0 0 0 
67 140 2 5 0 0 0 0 
67 142 2 5 0 0 0 0 
67 144 2 5 0 0 0 0 
67 146 2 5 0 0 0 0 
69 100 2 5 0 0 0 0 
69 102 2 5 0 0 0 0 
69 104 2 5 0 0 0 0 
69 106 2 5 0 0 0 0 
69 108 2 5 0 0 0 0 
69 110 2 5 0 0 0 0 
69 112 2 5 0 0 0 0 
69 114 2 5 0 0 0 0 
69 116 2 5 0 0 0 0 
69 118 2 5 0 0 0 0 
69 129 2 5 0 0 0 0 
69 131 2 5 0 0 0 0 
69 133 2 5 0 0 0 0 
69 136 2 5 0 0 0 0 
69 138 2 5 0 0 0 0 
69 140 2 5 0 0 0 0 
69 142 2 5 0 0 0 0 
69 144 2 5 0 0 0 0 
69 146 2 5 0 0 0 0 
71 100 2 5 0 0 0 0 
71 102 2 5 0 0 0 0 
71 104 2 5 0 0 0 0 
71 106 2 5 0 0 0 0 
71 108 2 5 0 0 0 0 
71 110 2 5 0 0 0 0 
71 112 2 5 0 0 0 0 
71 114 2 5 0 0 0 0 
71 116 2 5 0 0 0 0 
71 118 2 5 0 0 0 0 
71 129 2 5 0 0 0 0 
71 131 2 5 0 0 0 0 
71 133 2 5 0 0 0 0 
71 136 2 5 0 0 0 0 
71 138 2 5 0 0 0 0 
71 140 2 5 0 0 0 0 
71 142 2 5 0 0 0 0 
71 144 2 5 0 0 0 0 
71 146 2 5 0 0 0 0 
73 100 2 5 0 0 0 0 
73 102 2 5 0 0 0 0 
73 104 2 5 0 0 0 0 
73 106 2 5 0 0 0 0 
73 108 2 5 0 0 0 0 
73 110 2 5 0 0 0 0 
73 112 2 5 0 0 0 0 
73 114 2 5 0 0 0 0 
73 116 2 5 0 0 0 0 
73 118 2 5 0 0 0 0 
73 129 2 5 0 0 0 0 
73 131 2 5 0 0 0 0 
73 133 2 5 0 0 0 0 
73 136 2 5 0 0 0 0 
73 138 2 5 0 0 0 0 
73 140 2 5 0 0 0 0 
73 142 2 5 0 0 0 0 
73 144 2 5 0 0 0 0 
73 146 2 5 0 0 0 0 
75 100 2 5 0 0 0 0 
75 102 2 5 0 0 0 0 
75 104 2 5 0 0 0 0 
75 106 2 5 0 0 0 0 
75 108 2 5 0 0 0 0 
75 110 2 5 0 0 0 0 
75 112 2 5 0 0 0 0 
75 114 2 5 0 0 0 0 
75 116 2 5 0 0 0 0 
75 118 2 5 0 0 0 0 
75 129 2 5 0 0 0 0 
75 131 2 5 0 0 0 0 
75 133 2 5 0 0 0 0 
75 136 2 5 0 0 0 0 
75 138 2 5 0 0 0 0 
75 140 2 5 0 0 0 0 
75 142 2 5 0 0 0 0 
75 144 2 5 0 0 0 0 
75 146 2 5 0 0 0 0 
77 100 2 5 0 0 0 0 
77 102 2 5 0 0 0 0 
77 104 2 5 0 0 0 0 
77 106 2 5 0 0 0 0 
77 108 2 5 0 0 0 0 
77 110 2 5 0 0 0 0 
77 112 2 5 0 0 0 0 
77 114 2 5 0 0 0 0 
77 116 2 5 0 0 0 0 
77 118 2 5 0 0 0 0 
77 129 2 5 0 0 0 0 
77 131 2 5 0 0 0 0 
77 133 2 5 0 0 0 0 
77 136 2 5 0 0 0 0 
77 138 2 5 0 0 0 0 
77 140 2 5 0 0 0 0 
77 142 2 5 0 0 0 0 
77 144 2 5 0 0 0 0 
77 146 2 5 0 0 0 0 
79 100 2 5 0 0 0 0 
79 102 2 5 0 0 0 0 
79 104 2 5 0 0 0 0 
79 106 2 5 0 0 0 0 
79 108 2 5 0 0 0 0 
79 110 2 5 0 0 0 0 
79 112 2 5 0 0 0 0 
79 114 2 5 0 0 0 0 
79 116 2 5 0 0 0 0 
79 118 2 5 0 0 0 0 
79 129 2 5 0 0 0 0 
79 131 2 5 0 0 0 0 
79 133 2 5 0 0 0 0 
79 136 2 5 0 0 0 0 
79 138 2 5 0 0 0 0 
79 140 2 5 0 0 0 0 
79 142 2 5 0 0 0 0 
79 144 2 5 0 0 0 0 
79 146 2 5 0 0 0 0 
184 100 2 5 0 0 0 0 
184 102 2 5 0 0 0 0 
184 104 2 5 0 0 0 0 
184 106 2 5 0 0 0 0 
184 108 2 5 0 0 0 0 
184 110 2 5 0 0 0 0 
184 112 2 5 0 0 0 0 
184 114 2 5 0 0 0 0 
184 116 2 5 0 0 0 0 
184 118 2 5 0 0 0 0 
184 129 2 5 0 0 0 0 
184 131 2 5 0 0 0 0 
184 133 2 5 0 0 0 0 
184 136 2 5 0 0 0 0 
184 138 2 5 0 0 0 0 
184 140 2 5 0 0 0 0 
184 142 2 5 0 0 0 0 
184 144 2 5 0 0 0 0 
184 146 2 5 0 0 0 0 
186 100 2 5 0 0 0 0 
186 102 2 5 0 0 0 0 
186 104 2 5 0 0 0 0 
186 106 2 5 0 0 0 0 
186 108 2 5 0 0 0 0 
186 110 2 5 0 0 0 0 
186 112 2 5 0 0 0 0 
186 114 2 5 0 0 0 0 
186 116 2 5 0 0 0 0 
186 118 2 5 0 0 0 0 
186 129 2 5 0 0 0 0 
186 131 2 5 0 0 0 0 
186 133 2 5 0 0 0 0 
186 136 2 5 0 0 0 0 
186 138 2 5 0 0 0 0 
186 140 2 5 0 0 0 0 
186 142 2 5 0 0 0 0 
186 144 2 5 0 0 0 0 
186 146 2 5 0 0 0 0 
188 100 2 5 0 0 0 0 
188 102 2 5 0 0 0 0 
188 104 2 5 0 0 0 0 
188 106 2 5 0 0 0 0 
188 108 2 5 0 0 0 0 
188 110 2 5 0 0 0 0 
188 112 2 5 0 0 0 0 
188 114 2 5 0 0 0 0 
188 116 2 5 0 0 0 0 
188 118 2 5 0 0 0 0 
188 129 2 5 0 0 0 0 
188 131 2 5 0 0 0 0 
188 133 2 5 0 0 0 0 
188 136 2 5 0 0 0 0 
188 138 2 5 0 0 0 0 
188 140 2 5 0 0 0 0 
188 142 2 5 0 0 0 0 
188 144 2 5 0 0 0 0 
188 146 2 5 0 0 0 0 
190 100 2 5 0 0 0 0 
190 102 2 5 0 0 0 0 
190 104 2 5 0 0 0 0 
190 106 2 5 0 0 0 0 
190 108 2 5 0 0 0 0 
190 110 2 5 0 0 0 0 
190 112 2 5 0 0 0 0 
190 114 2 5 0 0 0 0 
190 116 2 5 0 0 0 0 
190 118 2 5 0 0 0 0 
190 129 2 5 0 0 0 0 
190 131 2 5 0 0 0 0 
190 133 2 5 0 0 0 0 
190 136 2 5 0 0 0 0 
190 138 2 5 0 0 0 0 
190 140 2 5 0 0 0 0 
190 142 2 5 0 0 0 0 
190 144 2 5 0 0 0 0 
190 146 2 5 0 0 0 0 
192 100 2 5 0 0 0 0 
192 102 2 5 0 0 0 0 
192 104 2 5 0 0 0 0 
192 106 2 5 0 0 0 0 
192 108 2 5 0 0 0 0 
192 110 2 5 0 0 0 0 
192 112 2 5 0 0 0 0 
192 114 2 5 0 0 0 0 
192 116 2 5 0 0 0 0 
192 118 2 5 0 0 0 0 
192 129 2 5 0 0 0 0 
192 131 2 5 0 0 0 0 
192 133 2 5 0 0 0 0 
192 136 2 5 0 0 0 0 
192 138 2 5 0 0 0 0 
192 140 2 5 0 0 0 0 
192 142 2 5 0 0 0 0 
192 144 2 5 0 0 0 0 
192 146 2 5 0 0 0 0 
194 100 2 5 0 0 0 0 
194 102 2 5 0 0 0 0 
194 104 2 5 0 0 0 0 
194 106 2 5 0 0 0 0 
194 108 2 5 0 0 0 0 
194 110 2 5 0 0 0 0 
194 112 2 5 0 0 0 0 
194 114 2 5 0 0 0 0 
194 116 2 5 0 0 0 0 
194 118 2 5 0 0 0 0 
194 129 2 5 0 0 0 0 
194 131 2 5 0 0 0 0 
194 133 2 5 0 0 0 0 
194 136 2 5 0 0 0 0 
194 138 2 5 0 0 0 0 
194 140 2 5 0 0 0 0 
194 142 2 5 0 0 0 0 
194 144 2 5 0 0 0 0 
194 146 2 5 0 0 0 0 
196 100 2 5 0 0 0 0 
196 102 2 5 0 0 0 0 
196 104 2 5 0 0 0 0 
196 106 2 5 0 0 0 0 
196 108 2 5 0 0 0 0 
196 110 2 5 0 0 0 0 
196 112 2 5 0 0 0 0 
196 114 2 5 0 0 0 0 
196 116 2 5 0 0 0 0 
196 118 2 5 0 0 0 0 
196 129 2 5 0 0 0 0 
196 131 2 5 0 0 0 0 
196 133 2 5 0 0 0 0 
196 136 2 5 0 0 0 0 
196 138 2 5 0 0 0 0 
196 140 2 5 0 0 0 0 
196 142 2 5 0 0 0 0 
196 144 2 5 0 0 0 0 
196 146 2 5 0 0 0 0 
198 100 2 5 0 0 0 0 
198 102 2 5 0 0 0 0 
198 104 2 5 0 0 0 0 
198 106 2 5 0 0 0 0 
198 108 2 5 0 0 0 0 
198 110 2 5 0 0 0 0 
198 112 2 5 0 0 0 0 
198 114 2 5 0 0 0 0 
198 116 2 5 0 0 0 0 
198 118 2 5 0 0 0 0 
198 129 2 5 0 0 0 0 
198 131 2 5 0 0 0 0 
198 133 2 5 0 0 0 0 
198 136 2 5 0 0 0 0 
198 138 2 5 0 0 0 0 
198 140 2 5 0 0 0 0 
198 142 2 5 0 0 0 0 
198 144 2 5 0 0 0 0 
198 146 2 5 0 0 0 0 
200 100 2 5 0 0 0 0 
200 102 2 5 0 0 0 0 
200 104 2 5 0 0 0 0 
200 106 2 5 0 0 0 0 
200 108 2 5 0 0 0 0 
200 110 2 5 0 0 0 0 
200 112 2 5 0 0 0 0 
200 114 2 5 0 0 0 0 
200 116 2 5 0 0 0 0 
200 118 2 5 0 0 0 0 
200 129 2 5 0 0 0 0 
200 131 2 5 0 0 0 0 
200 133 2 5 0 0 0 0 
200 136 2 5 0 0 0 0 
200 138 2 5 0 0 0 0 
200 140 2 5 0 0 0 0 
200 142 2 5 0 0 0 0 
200 144 2 5 0 0 0 0 
200 146 2 5 0 0 0 0 
59 101 2 7 0 0 0 0 
59 103 2 7 0 0 0 0 
59 105 2 7 0 0 0 0 
59 107 2 7 0 0 0 0 
59 109 2 7 0 0 0 0 
59 111 2 7 0 0 0 0 
59 113 2 7 0 0 0 0 
59 115 2 7 0 0 0 0 
59 117 2 7 0 0 0 0 
59 119 2 7 0 0 0 0 
59 238 2 7 0 0 0 0 
59 240 2 7 0 0 0 0 
59 242 2 7 0 0 0 0 
59 244 2 7 0 0 0 0 
59 246 2 7 0 0 0 0 
59 248 2 7 0 0 0 0 
59 250 2 7 0 0 0 0 
59 252 2 7 0 0 0 0 
59 254 2 7 0 0 0 0 
63 101 2 7 0 0 0 0 
63 103 2 7 0 0 0 0 
63 105 2 7 0 0 0 0 
63 107 2 7 0 0 0 0 
63 109 2 7 0 0 0 0 
63 111 2 7 0 0 0 0 
63 113 2 7 0 0 0 0 
63 115 2 7 0 0 0 0 
63 117 2 7 0 0 0 0 
63 119 2 7 0 0 0 0 
63 238 2 7 0 0 0 0 
63 240 2 7 0 0 0 0 
63 242 2 7 0 0 0 0 
63 244 2 7 0 0 0 0 
63 246 2 7 0 0 0 0 
63 248 2 7 0 0 0 0 
63 250 2 7 0 0 0 0 
63 252 2 7 0 0 0 0 
63 254 2 7 0 0 0 0 
65 101 2 7 0 0 0 0 
65 103 2 7 0 0 0 0 
65 105 2 7 0 0 0 0 
65 107 2 7 0 0 0 0 
65 109 2 7 0 0 0 0 
65 111 2 7 0 0 0 0 
65 113 2 7 0 0 0 0 
65 115 2 7 0 0 0 0 
65 117 2 7 0 0 0 0 
65 119 2 7 0 0 0 0 
65 238 2 7 0 0 0 0 
65 240 2 7 0 0 0 0 
65 242 2 7 0 0 0 0 
65 244 2 7 0 0 0 0 
65 246 2 7 0 0 0 0 
65 248 2 7 0 0 0 0 
65 250 2 7 0 0 0 0 
65 252 2 7 0 0 0 0 
65 254 2 7 0 0 0 0 
67 101 2 7 0 0 0 0 
67 103 2 7 0 0 0 0 
67 105 2 7 0 0 0 0 
67 107 2 7 0 0 0 0 
67 109 2 7 0 0 0 0 
67 111 2 7 0 0 0 0 
67 113 2 7 0 0 0 0 
67 115 2 7 0 0 0 0 
67 117 2 7 0 0 0 0 
67 119 2 7 0 0 0 0 
67 238 2 7 0 0 0 0 
67 240 2 7 0 0 0 0 
67 242 2 7 0 0 0 0 
67 244 2 7 0 0 0 0 
67 246 2 7 0 0 0 0 
67 248 2 7 0 0 0 0 
67 250 2 7 0 0 0 0 
67 252 2 7 0 0 0 0 
67 254 2 7 0 0 0 0 
69 101 2 7 0 0 0 0 
69 103 2 7 0 0 0 0 
69 105 2 7 0 0 0 0 
69 107 2 7 0 0 0 0 
69 109 2 7 0 0 0 0 
69 111 2 7 0 0 0 0 
69 113 2 7 0 0 0 0 
69 115 2 7 0 0 0 0 
69 117 2 7 0 0 0 0 
69 119 2 7 0 0 0 0 
69 238 2 7 0 0 0 0 
69 240 2 7 0 0 0 0 
69 242 2 7 0 0 0 0 
69 244 2 7 0 0 0 0 
69 246 2 7 0 0 0 0 
69 248 2 7 0 0 0 0 
69 250 2 7 0 0 0 0 
69 252 2 7 0 0 0 0 
69 254 2 7 0 0 0 0 
71 101 2 7 0 0 0 0 
71 103 2 7 0 0 0 0 
71 105 2 7 0 0 0 0 
71 107 2 7 0 0 0 0 
71 109 2 7 0 0 0 0 
71 111 2 7 0 0 0 0 
71 113 2 7 0 0 0 0 
71 115 2 7 0 0 0 0 
71 117 2 7 0 0 0 0 
71 119 2 7 0 0 0 0 
71 238 2 7 0 0 0 0 
71 240 2 7 0 0 0 0 
71 242 2 7 0 0 0 0 
71 244 2 7 0 0 0 0 
71 246 2 7 0 0 0 0 
71 248 2 7 0 0 0 0 
71 250 2 7 0 0 0 0 
71 252 2 7 0 0 0 0 
71 254 2 7 0 0 0 0 
73 101 2 7 0 0 0 0 
73 103 2 7 0 0 0 0 
73 105 2 7 0 0 0 0 
73 107 2 7 0 0 0 0 
73 109 2 7 0 0 0 0 
73 111 2 7 0 0 0 0 
73 113 2 7 0 0 0 0 
73 115 2 7 0 0 0 0 
73 117 2 7 0 0 0 0 
73 119 2 7 0 0 0 0 
73 238 2 7 0 0 0 0 
73 240 2 7 0 0 0 0 
73 242 2 7 0 0 0 0 
73 244 2 7 0 0 0 0 
73 246 2 7 0 0 0 0 
73 248 2 7 0 0 0 0 
73 250 2 7 0 0 0 0 
73 252 2 7 0 0 0 0 
73 254 2 7 0 0 0 0 
75 101 2 7 0 0 0 0 
75 103 2 7 0 0 0 0 
75 105 2 7 0 0 0 0 
75 107 2 7 0 0 0 0 
75 109 2 7 0 0 0 0 
75 111 2 7 0 0 0 0 
75 113 2 7 0 0 0 0 
75 115 2 7 0 0 0 0 
75 117 2 7 0 0 0 0 
75 119 2 7 0 0 0 0 
75 238 2 7 0 0 0 0 
75 240 2 7 0 0 0 0 
75 242 2 7 0 0 0 0 
75 244 2 7 0 0 0 0 
75 246 2 7 0 0 0 0 
75 248 2 7 0 0 0 0 
75 250 2 7 0 0 0 0 
75 252 2 7 0 0 0 0 
75 254 2 7 0 0 0 0 
77 101 2 7 0 0 0 0 
77 103 2 7 0 0 0 0 
77 105 2 7 0 0 0 0 
77 107 2 7 0 0 0 0 
77 109 2 7 0 0 0 0 
77 111 2 7 0 0 0 0 
77 113 2 7 0 0 0 0 
77 115 2 7 0 0 0 0 
77 117 2 7 0 0 0 0 
77 119 2 7 0 0 0 0 
77 238 2 7 0 0 0 0 
77 240 2 7 0 0 0 0 
77 242 2 7 0 0 0 0 
77 244 2 7 0 0 0 0 
77 246 2 7 0 0 0 0 
77 248 2 7 0 0 0 0 
77 250 2 7 0 0 0 0 
77 252 2 7 0 0 0 0 
77 254 2 7 0 0 0 0 
79 101 2 7 0 0 0 0 
79 103 2 7 0 0 0 0 
79 105 2 7 0 0 0 0 
79 107 2 7 0 0 0 0 
79 109 2 7 0 0 0 0 
79 111 2 7 0 0 0 0 
79 113 2 7 0 0 0 0 
79 115 2 7 0 0 0 0 
79 117 2 7 0 0 0 0 
79 119 2 7 0 0 0 0 
79 238 2 7 0 0 0 0 
79 240 2 7 0 0 0 0 
79 242 2 7 0 0 0 0 
79 244 2 7 0 0 0 0 
79 246 2 7 0 0 0 0 
79 248 2 7 0 0 0 0 
79 250 2 7 0 0 0 0 
79 252 2 7 0 0 0 0 
79 254 2 7 0 0 0 0 
184 101 2 7 0 0 0 0 
184 103 2 7 0 0 0 0 
184 105 2 7 0 0 0 0 
184 107 2 7 0 0 0 0 
184 109 2 7 0 0 0 0 
184 111 2 7 0 0 0 0 
184 113 2 7 0 0 0 0 
184 115 2 7 0 0 0 0 
184 117 2 7 0 0 0 0 
184 119 2 7 0 0 0 0 
184 238 2 7 0 0 0 0 
184 240 2 7 0 0 0 0 
184 242 2 7 0 0 0 0 
184 244 2 7 0 0 0 0 
184 246 2 7 0 0 0 0 
184 248 2 7 0 0 0 0 
184 250 2 7 0 0 0 0 
184 252 2 7 0 0 0 0 
184 254 2 7 0 0 0 0 
186 101 2 7 0 0 0 0 
186 103 2 7 0 0 0 0 
186 105 2 7 0 0 0 0 
186 107 2 7 0 0 0 0 
186 109 2 7 0 0 0 0 
186 111 2 7 0 0 0 0 
186 113 2 7 0 0 0 0 
186 115 2 7 0 0 0 0 
186 117 2 7 0 0 0 0 
186 119 2 7 0 0 0 0 
186 238 2 7 0 0 0 0 
186 240 2 7 0 0 0 0 
186 242 2 7 0 0 0 0 
186 244 2 7 0 0 0 0 
186 246 2 7 0 0 0 0 
186 248 2 7 0 0 0 0 
186 250 2 7 0 0 0 0 
186 252 2 7 0 0 0 0 
186 254 2 7 0 0 0 0 
188 101 2 7 0 0 0 0 
188 103 2 7 0 0 0 0 
188 105 2 7 0 0 0 0 
188 107 2 7 0 0 0 0 
188 109 2 7 0 0 0 0 
188 111 2 7 0 0 0 0 
188 113 2 7 0 0 0 0 
188 115 2 7 0 0 0 0 
188 117 2 7 0 0 0 0 
188 119 2 7 0 0 0 0 
188 238 2 7 0 0 0 0 
188 240 2 7 0 0 0 0 
188 242 2 7 0 0 0 0 
188 244 2 7 0 0 0 0 
188 246 2 7 0 0 0 0 
188 248 2 7 0 0 0 0 
188 250 2 7 0 0 0 0 
188 252 2 7 0 0 0 0 
188 254 2 7 0 0 0 0 
190 101 2 7 0 0 0 0 
190 103 2 7 0 0 0 0 
190 105 2 7 0 0 0 0 
190 107 2 7 0 0 0 0 
190 109 2 7 0 0 0 0 
190 111 2 7 0 0 0 0 
190 113 2 7 0 0 0 0 
190 115 2 7 0 0 0 0 
190 117 2 7 0 0 0 0 
190 119 2 7 0 0 0 0 
190 238 2 7 0 0 0 0 
190 240 2 7 0 0 0 0 
190 242 2 7 0 0 0 0 
190 244 2 7 0 0 0 0 
190 246 2 7 0 0 0 0 
190 248 2 7 0 0 0 0 
190 250 2 7 0 0 0 0 
190 252 2 7 0 0 0 0 
190 254 2 7 0 0 0 0 
192 101 2 7 0 0 0 0 
192 103 2 7 0 0 0 0 
192 105 2 7 0 0 0 0 
192 107 2 7 0 0 0 0 
192 109 2 7 0 0 0 0 
192 111 2 7 0 0 0 0 
192 113 2 7 0 0 0 0 
192 115 2 7 0 0 0 0 
192 117 2 7 0 0 0 0 
192 119 2 7 0 0 0 0 
192 238 2 7 0 0 0 0 
192 240 2 7 0 0 0 0 
192 242 2 7 0 0 0 0 
192 244 2 7 0 0 0 0 
192 246 2 7 0 0 0 0 
192 248 2 7 0 0 0 0 
192 250 2 7 0 0 0 0 
192 252 2 7 0 0 0 0 
192 254 2 7 0 0 0 0 
194 101 2 7 0 0 0 0 
194 103 2 7 0 0 0 0 
194 105 2 7 0 0 0 0 
194 107 2 7 0 0 0 0 
194 109 2 7 0 0 0 0 
194 111 2 7 0 0 0 0 
194 113 2 7 0 0 0 0 
194 115 2 7 0 0 0 0 
194 117 2 7 0 0 0 0 
